Province_State,State_Code,Admin2,Population,Lat,Long
Georgia,GA,Hancock,8457,33.2721566,-82.99766919
Georgia,GA,Haralson,29792,33.79602175,-85.21005667
Georgia,GA,Harris,35236,32.73709786,-84.90538572
Georgia,GA,Hart,26205,34.34626973,-82.96567682
Georgia,GA,Heard,11923,33.29686567,-85.12886832
Georgia,GA,Henry,234561,33.4533428,-84.14814659999998
Georgia,GA,Houston,157863,32.45802497,-83.66879087
Georgia,GA,Irwin,9416,31.60213036,-83.27501387
Georgia,GA,Jackson,72977,34.13794553,-83.56814788
Georgia,GA,Jasper,14219,33.31535543,-83.68844964
Georgia,GA,Jeff Davis,15115,31.80405727,-82.63724870000001
Georgia,GA,Jefferson,15362,33.05867328,-82.41609057
Georgia,GA,Jenkins,8676,32.79248718,-81.96040187
Georgia,GA,Johnson,9643,32.70211082,-82.66166794
Georgia,GA,Jones,28735,33.02512137,-83.56019163
Georgia,GA,Lamar,19077,33.07841647,-84.14263877
Georgia,GA,Lanier,10423,31.03828570000001,-83.06472457
Georgia,GA,Laurens,47546,32.46325233,-82.92221316
Georgia,GA,Lee,29992,31.779330600000005,-84.14324253
Georgia,GA,Liberty,61435,31.82588896,-81.49251135
Georgia,GA,Lincoln,7921,33.79201475,-82.45024131
Georgia,GA,Long,19559,31.75218791,-81.74952375
Georgia,GA,Lowndes,117406,30.83568832,-83.27056716
Georgia,GA,Lumpkin,33610,34.57286511,-84.00425681
Georgia,GA,Macon,12947,32.35207048,-84.04234127
Georgia,GA,Madison,29880,34.12920917,-83.21218732
Georgia,GA,Marion,8359,32.3483402,-84.52733571
Georgia,GA,McDuffie,21312,33.47851918,-82.48252774
Georgia,GA,McIntosh,14378,31.49683595,-81.40163426
Georgia,GA,Meriwether,21167,33.04163534,-84.68859732
Georgia,GA,Miller,5718,31.16568912,-84.73151117
Georgia,GA,Mitchell,21863,31.22483255,-84.19381821
Georgia,GA,Monroe,27578,33.014289,-83.92097166
Georgia,GA,Montgomery,9172,32.17201038,-82.53527476
Georgia,GA,Morgan,19276,33.59232073,-83.49129491
Georgia,GA,Murray,40096,34.78897608,-84.74993177
Georgia,GA,Muscogee,195769,32.50931999,-84.87142262
Georgia,GA,Newton,111744,33.55514538,-83.84547140000002
Georgia,GA,Oconee,40280,33.83749973,-83.43679568
Georgia,GA,Oglethorpe,15259,33.878629600000004,-83.08278123
Georgia,GA,Out of GA,0,0.0,0.0
Georgia,GA,Paulding,168667,33.91969522,-84.86848792
Georgia,GA,Peach,27546,32.56934316,-83.82937
Georgia,GA,Pickens,32591,34.46589159,-84.46406611
Georgia,GA,Pierce,19465,31.35928155,-82.21598442
Georgia,GA,Pike,18962,33.09310242,-84.38790389
Georgia,GA,Polk,42613,34.00267074,-85.18677781
Georgia,GA,Pulaski,11137,32.23334561,-83.47549959999998
Georgia,GA,Putnam,22119,33.32056115,-83.37552891
Georgia,GA,Quitman,2299,31.86728114,-85.01773177
Georgia,GA,Rabun,17137,34.88389445,-83.40304637
Georgia,GA,Randolph,6778,31.76622818,-84.75732369
Georgia,GA,Richmond,202518,33.35777107,-82.07026432
Georgia,GA,Rockdale,90896,33.65145002,-84.02202167
Georgia,GA,Schley,5257,32.2654021,-84.31258912
Georgia,GA,Screven,13966,32.74976524,-81.60779441
Georgia,GA,Seminole,8090,30.93464824,-84.86823924
Georgia,GA,Spalding,66703,33.26310031,-84.28013991
Georgia,GA,Stephens,25925,34.55151201,-83.29405315
Georgia,GA,Stewart,6621,32.07996777,-84.83208037
Georgia,GA,Sumter,29524,32.03650571,-84.19821492
Georgia,GA,Talbot,6195,32.69642758,-84.53351366
Georgia,GA,Taliaferro,1537,33.56543317,-82.88136816
Georgia,GA,Tattnall,25286,32.04785085,-82.05539188
Georgia,GA,Taylor,8020,32.55792548,-84.25077141
Georgia,GA,Telfair,15860,31.92829517,-82.93491155
Georgia,GA,Terrell,8531,31.77527543,-84.44069698
Georgia,GA,Thomas,44451,30.86392347,-83.91847289
Georgia,GA,Tift,40644,31.45743864,-83.5236119
Georgia,GA,Toombs,26830,32.12059861,-82.32957247
Georgia,GA,Towns,12037,34.91369188,-83.74107459999998
Georgia,GA,Treutlen,6901,32.40422134,-82.56904553
Georgia,GA,Troup,69922,33.03349196,-85.02812115
Georgia,GA,Turner,7985,31.71612656,-83.62069378
Georgia,GA,Twiggs,8120,32.67435595,-83.43078662
Georgia,GA,Unassigned,0,0.0,0.0
Georgia,GA,Union,24511,34.82995757,-83.98967069
Georgia,GA,Upson,26320,32.87920671,-84.30024826
Georgia,GA,Walker,69761,34.73376362,-85.30165174
Georgia,GA,Walton,94593,33.78017694,-83.73552314
Georgia,GA,Ware,35734,31.05449097,-82.42224148
Georgia,GA,Warren,5254,33.41146451,-82.67795848
Georgia,GA,Washington,20374,32.96711864,-82.79357039
Georgia,GA,Wayne,29927,31.5521809,-81.91894878
Georgia,GA,Webster,2607,32.04066113,-84.54742852
Georgia,GA,Wheeler,7855,32.12009104,-82.72574721
Georgia,GA,White,30798,34.64624278,-83.74905525
Georgia,GA,Whitfield,104628,34.80987459,-84.96093476
Georgia,GA,Wilcox,8635,31.97496928,-83.43438555
Georgia,GA,Wilkes,9777,33.78290391,-82.74286107
Georgia,GA,Wilkinson,8954,32.80291082,-83.17140684
Georgia,GA,Worth,20247,31.55162306,-83.85090513
Hawaii,HI,Hawaii,201513,19.60121157,-155.5210167
Hawaii,HI,Honolulu,974563,21.45803166,-157.97121819999995
Hawaii,HI,Kalawao,86,21.17882515,-156.9583592
Hawaii,HI,Kauai,72293,22.03935037,-159.5966786
Hawaii,HI,Maui,167417,20.86399628,-156.56890969999995
Hawaii,HI,Out of HI,0,0.0,0.0
Hawaii,HI,Unassigned,0,0.0,0.0
Idaho,ID,Ada,481587,43.4526575,-116.24155159999998
Idaho,ID,Adams,4294,44.89333571,-116.4545247
Idaho,ID,Bannock,87808,42.67002716,-112.2233311
Idaho,ID,Bear Lake,6125,42.28269683,-111.32892379999998
Idaho,ID,Benewah,9298,47.21754179,-116.6586851
Idaho,ID,Bingham,46811,43.21672879999999,-112.3978437
Idaho,ID,Blaine,23021,43.4085812,-113.9752658
Idaho,ID,Boise,7831,43.98829931,-115.7309284
Idaho,ID,Bonner,45739,48.29996017,-116.6017932
Idaho,ID,Bonneville,119062,43.38713372,-111.6161537
Idaho,ID,Boundary,12245,48.76684761,-116.4630179
Idaho,ID,Butte,2597,43.72592209,-113.1735463
Idaho,ID,Camas,1106,43.46665742,-114.8065892
Idaho,ID,Canyon,229849,43.61970148,-116.70954990000001
Idaho,ID,Caribou,7155,42.77149116,-111.5597683
Idaho,ID,Cassia,24030,42.28347888,-113.6012409
Idaho,ID,Clark,845,44.28496071,-112.35057040000001
Idaho,ID,Clearwater,8756,46.67459924,-115.6622393
Idaho,ID,Custer,4315,44.24186819,-114.2855494
Idaho,ID,Elmore,27511,43.3507101,-115.4701578
Idaho,ID,Franklin,13876,42.18332217,-111.81496659999999
Idaho,ID,Fremont,13099,44.22800938,-111.48099429999999
Idaho,ID,Gem,18112,44.06482372,-116.398376
Idaho,ID,Gooding,15179,42.96927962,-114.81083059999999
Idaho,ID,Idaho,16667,45.84721541,-115.4634436
Idaho,ID,Jefferson,29871,43.82078483,-112.3131749
Idaho,ID,Jerome,24412,42.68891267,-114.2655033
Idaho,ID,Kootenai,165697,47.67282258,-116.7020872
Idaho,ID,Latah,40108,46.81587887,-116.71136979999999
Idaho,ID,Lemhi,8027,44.9438088,-113.9309747
Idaho,ID,Lewis,3838,46.23315327,-116.434146
Idaho,ID,Lincoln,5366,43.0012336,-114.1358773
Idaho,ID,Madison,39907,43.78141028,-111.65384740000002
Idaho,ID,Minidoka,21039,42.85518524,-113.6357257
Idaho,ID,Nez Perce,40408,46.32638236,-116.75009750000001
Idaho,ID,Oneida,4531,42.19494279999999,-112.5407838
Idaho,ID,Out of ID,0,0.0,0.0
Idaho,ID,Owyhee,11823,42.58016894,-116.16938710000001
Idaho,ID,Payette,23951,44.00545243,-116.7647695
Idaho,ID,Power,7681,42.69254894,-112.83957420000002
Idaho,ID,Shoshone,12882,47.35364087,-115.89167490000001
Idaho,ID,Teton,12142,43.75303583,-111.2056773
Idaho,ID,Twin Falls,86878,42.35440512,-114.6685381
Idaho,ID,Unassigned,0,0.0,0.0
Idaho,ID,Valley,11392,44.76728382,-115.5676773
Idaho,ID,Washington,10194,44.45275475,-116.78476880000001
Illinois,IL,Adams,65435,39.98815591,-91.18786813
Illinois,IL,Alexander,5761,37.18049267,-89.32910838
Illinois,IL,Bond,16426,38.88829622,-89.43534887
Illinois,IL,Boone,53544,42.32359279,-88.82345779
Illinois,IL,Brown,6578,39.96209138,-90.75068024
Illinois,IL,Bureau,32628,41.40385234,-89.5283051
Illinois,IL,Calhoun,4739,39.16840183,-90.66330078
Illinois,IL,Carroll,14305,42.06823429,-89.93395545
Illinois,IL,Cass,12147,39.96991073,-90.24734436
Illinois,IL,Champaign,209689,40.13919438,-88.20046615
Illinois,IL,Christian,32304,39.54581621,-89.27780482
Illinois,IL,Clark,15441,39.33425789,-87.78705622
Illinois,IL,Clay,13184,38.75388572,-88.48914513
Illinois,IL,Clinton,37562,38.60704876,-89.42385254
Illinois,IL,Coles,50621,39.51949084,-88.22358557
Illinois,IL,Cook,5150233,41.84144849,-87.81658794
Illinois,IL,Crawford,18667,39.0032229,-87.75954624
Illinois,IL,Cumberland,10766,39.27432424,-88.2401158
Illinois,IL,De Witt,15638,40.17514519,-88.90959682
Illinois,IL,DeKalb,104897,41.89373302,-88.76958483
Illinois,IL,Douglas,19465,39.76768052,-88.21854195
Illinois,IL,DuPage,922921,41.85116968,-88.08642662
Illinois,IL,Edgar,17161,39.6809186,-87.74759563
Illinois,IL,Edwards,6395,38.41353228,-88.05720863
Illinois,IL,Effingham,34008,39.05935711,-88.58969584
Illinois,IL,Fayette,21336,39.00072038,-89.02452658
Illinois,IL,Ford,12961,40.59706922,-88.22350769
Illinois,IL,Franklin,38469,37.99189086,-88.92567818
Illinois,IL,Fulton,34340,40.47289135,-90.20862357
Illinois,IL,Gallatin,4828,37.76430935,-88.22953869
Illinois,IL,Greene,12969,39.35907414,-90.388865
Illinois,IL,Grundy,51054,41.28569601,-88.41905692
Illinois,IL,Hamilton,8116,38.08163641,-88.53883373
Illinois,IL,Hancock,17708,40.40423981,-91.16313899
Illinois,IL,Hardin,3821,37.51810645,-88.26873022
Illinois,IL,Henderson,6646,40.81908672,-90.92491462
Illinois,IL,Henry,48913,41.3533994,-90.13296166
Illinois,IL,Iroquois,27114,40.74717633,-87.82466784
Illinois,IL,Jackson,56750,37.78595185,-89.38232563
Illinois,IL,Jasper,9610,39.01054275,-88.15437049
Illinois,IL,Jefferson,37684,38.29980057,-88.9240025
Illinois,IL,Jersey,21773,39.08869046,-90.35393073
Illinois,IL,Jo Daviess,21235,42.36542373,-90.21094405
Illinois,IL,Johnson,12417,37.45939802,-88.88165419
Illinois,IL,Kane,532403,41.93842729,-88.42861412
Illinois,IL,Kankakee,109862,41.13746989,-87.86205334
Illinois,IL,Kendall,128990,41.59081014,-88.42869583
Illinois,IL,Knox,49699,40.93148779,-90.21330340000002
Illinois,IL,LaSalle,108669,41.34426129999999,-88.88633881
Illinois,IL,Lake,696535,42.3224907,-88.00367925
Illinois,IL,Lawrence,15678,38.71987914,-87.72884035
Illinois,IL,Lee,34096,41.74583951,-89.29977132
Illinois,IL,Livingston,35648,40.89188292,-88.55784752
Illinois,IL,Logan,28618,40.12581572,-89.36638784
Illinois,IL,Macon,104009,39.86064913,-88.96342505
Illinois,IL,Macoupin,44926,39.26119767,-89.92424028
Illinois,IL,Madison,262966,38.83042506,-89.90422563
Illinois,IL,Marion,37205,38.64963204,-88.91899208
Illinois,IL,Marshall,11438,41.0327901,-89.34510444
Illinois,IL,Mason,13359,40.23917274,-89.91824452
Illinois,IL,Massac,13772,37.22078441,-88.71036614
Illinois,IL,McDonough,29682,40.45674722,-90.67775541
Illinois,IL,McHenry,307774,42.32451172,-88.45248227
Illinois,IL,McLean,171517,40.48996987,-88.84621113
Illinois,IL,Menard,12196,40.02742725,-89.80246001
Illinois,IL,Mercer,15437,41.20596782,-90.74290052
Illinois,IL,Monroe,34637,38.27594376,-90.17761038
Illinois,IL,Montgomery,28414,39.23198845,-89.47809254
Illinois,IL,Morgan,33658,39.71654544,-90.20255104
Illinois,IL,Moultrie,14501,39.64187451,-88.62099969
Illinois,IL,Ogle,50643,42.04165196,-89.32184679
Illinois,IL,Out of IL,0,0.0,0.0
Illinois,IL,Peoria,179179,40.78702156,-89.76078901
Illinois,IL,Perry,20916,38.08510853,-89.36856219
Illinois,IL,Piatt,16344,40.01360584,-88.59319339
Illinois,IL,Pike,15561,39.62265059,-90.8877017
Illinois,IL,Pope,4177,37.41391284,-88.56152109
Illinois,IL,Pulaski,5335,37.22631423,-89.13085001
Illinois,IL,Putnam,5739,41.2013541,-89.2869272
Illinois,IL,Randolph,31782,38.05095369,-89.82512254
Illinois,IL,Richland,15513,38.71240969,-88.08475366
Illinois,IL,Rock Island,141879,41.46613806,-90.57042164
Illinois,IL,Saline,23491,37.75332999,-88.54119706
Illinois,IL,Sangamon,194672,39.75836914,-89.65872023
Illinois,IL,Schuyler,6768,40.157179799999994,-90.61114163
Illinois,IL,Scott,4951,39.642916899999996,-90.47814431
Illinois,IL,Shelby,21634,39.39133527,-88.80611122
Illinois,IL,St. Clair,259686,38.46996033,-89.93063427
Illinois,IL,Stark,5342,41.09309773,-89.79745866
Illinois,IL,Stephenson,44498,42.35129217,-89.662598
Illinois,IL,Tazewell,131803,40.50716185,-89.51404662
Illinois,IL,Unassigned,0,0.0,0.0
Illinois,IL,Union,16653,37.47119609,-89.25548938
Illinois,IL,Vermilion,75758,40.18417171,-87.73384359
Illinois,IL,Wabash,11520,38.44272901,-87.84922065
Illinois,IL,Warren,16844,40.84925021,-90.6147432
Illinois,IL,Washington,13887,38.35309213,-89.40982703
Illinois,IL,Wayne,16215,38.42955355,-88.42586459
Illinois,IL,White,13537,38.08706198,-88.17657461
Illinois,IL,Whiteside,55175,41.75509713,-89.91556058
Illinois,IL,Will,690743,41.44619267,-87.97862712
Illinois,IL,Williamson,66597,37.73033511,-88.92994027
Illinois,IL,Winnebago,282572,42.33641854,-89.16085327
Illinois,IL,Woodford,38459,40.78579374,-89.20973757
Indiana,IN,Adams,35777,40.7457653,-84.93671406
Indiana,IN,Allen,379299,41.09194313,-85.06800636
Indiana,IN,Bartholomew,83779,39.20744865,-85.89558181
Indiana,IN,Benton,8748,40.60626947,-87.31093999
Indiana,IN,Blackford,11758,40.47388153,-85.32499702
Indiana,IN,Boone,67843,40.0509304,-86.46841646
Indiana,IN,Brown,15092,39.19605589,-86.22868909
Indiana,IN,Carroll,20257,40.580783200000006,-86.56198812
Indiana,IN,Cass,37689,40.76135835,-86.34830753
Indiana,IN,Clark,118302,38.48015445,-85.70510334
Indiana,IN,Clay,26225,39.39561833,-87.11723506
Indiana,IN,Clinton,32399,40.30319754,-86.47277257
Indiana,IN,Crawford,10577,38.28814402,-86.44518825
Indiana,IN,Daviess,33351,38.70186039,-87.07185406
Indiana,IN,DeKalb,43475,41.39804622,-84.99906934
Indiana,IN,Dearborn,49458,39.14647946,-84.97333539
Indiana,IN,Decatur,26559,39.30712658,-85.50087166
Indiana,IN,Delaware,114135,40.22787247,-85.39732772
Indiana,IN,Dubois,42736,38.36597551,-86.87924170000002
Indiana,IN,Elkhart,206341,41.59761169,-85.85875695
Indiana,IN,Fayette,23102,39.63684962,-85.17797541
Indiana,IN,Floyd,78522,38.32117957,-85.90385377
Indiana,IN,Fountain,16346,40.12361933,-87.24217689
Indiana,IN,Franklin,22758,39.4142482,-85.06062647
Indiana,IN,Fulton,19974,41.0469907,-86.26252745
Indiana,IN,Gibson,33659,38.30393723,-87.58054938
Indiana,IN,Grant,65769,40.51587228,-85.65468702
Indiana,IN,Greene,31922,39.03630547,-86.96223202
Indiana,IN,Hamilton,338011,40.07306535,-86.05244729
Indiana,IN,Hancock,78168,39.82304555,-85.77566351
Indiana,IN,Harrison,40515,38.19467379,-86.10948271
Indiana,IN,Hendricks,170311,39.76719009,-86.51037283
Indiana,IN,Henry,47972,39.93029017,-85.39625719
Indiana,IN,Howard,82544,40.48527731,-86.11351892
Indiana,IN,Huntington,36520,40.82907273,-85.48822092
Indiana,IN,Jackson,44231,38.90915820000001,-86.03851889
Indiana,IN,Jasper,33562,41.02078733,-87.11553319
Indiana,IN,Jay,20436,40.43781032,-85.00576229
Indiana,IN,Jefferson,32308,38.78576239,-85.43633383
Indiana,IN,Jennings,27735,38.99588883,-85.62710784
Indiana,IN,Johnson,158167,39.48994426,-86.10149107
Indiana,IN,Knox,36594,38.68861576,-87.4194665
Indiana,IN,Kosciusko,79456,41.24521668,-85.86312322
Indiana,IN,LaGrange,39614,41.64232188,-85.42674232
Indiana,IN,LaPorte,109888,41.54366008,-86.74072188
Indiana,IN,Lake,485493,41.41874274,-87.38277575
Indiana,IN,Lawrence,45370,38.84112637,-86.48361629
Indiana,IN,Madison,129569,40.16143691,-85.71964711
Indiana,IN,Marion,964582,39.78163624,-86.13826325
Indiana,IN,Marshall,46258,41.32467367,-86.26185087
Indiana,IN,Martin,10255,38.7099921,-86.80373186
Indiana,IN,Miami,35516,40.76940965,-86.04525048
Indiana,IN,Monroe,148431,39.16130004,-86.52414358
Indiana,IN,Montgomery,38338,40.04034823,-86.89335024
Indiana,IN,Morgan,70489,39.47899078,-86.44573375
Indiana,IN,Newton,13984,40.95610449,-87.39635768
Indiana,IN,Noble,47744,41.39672484,-85.41966713
Indiana,IN,Ohio,5875,38.955304999999996,-84.96515993
Indiana,IN,Orange,19646,38.54118920000001,-86.49523093
Indiana,IN,Out of IN,0,0.0,0.0
Indiana,IN,Owen,20799,39.31145587,-86.83900724
Indiana,IN,Parke,16937,39.77202286,-87.20375833
Indiana,IN,Perry,19169,38.07809328,-86.63741946
Indiana,IN,Pike,12389,38.40112197,-87.23574907
Indiana,IN,Porter,170389,41.45986947,-87.06848888
Indiana,IN,Posey,25427,38.02097333,-87.86480429
Indiana,IN,Pulaski,12353,41.04166107,-86.69890683
Indiana,IN,Putnam,37576,39.66437981,-86.84517605
Indiana,IN,Randolph,24665,40.15734772,-85.01139319
Indiana,IN,Ripley,28324,39.10235626,-85.26212744
Indiana,IN,Rush,16581,39.62002287,-85.4655599
Indiana,IN,Scott,23873,38.68672078,-85.74627859
Indiana,IN,Shelby,44729,39.52305623,-85.79158570000001
Indiana,IN,Spencer,20277,38.01519732,-87.0079644
Indiana,IN,St. Joseph,271826,41.61756781,-86.29040834
Indiana,IN,Starke,22995,41.27890281,-86.64686895
Indiana,IN,Steuben,34594,41.64423868,-85.00101094
Indiana,IN,Sullivan,20669,39.08952258,-87.41414469
Indiana,IN,Switzerland,10751,38.82767338,-85.03022429
Indiana,IN,Tippecanoe,195732,40.38872739,-86.89413959
Indiana,IN,Tipton,15148,40.31123252,-86.05234925
Indiana,IN,Unassigned,0,0.0,0.0
Indiana,IN,Union,7054,39.62550777,-84.92497066
Indiana,IN,Vanderburgh,181451,38.02658833,-87.58763124
Indiana,IN,Vermillion,15498,39.8523352,-87.46160542
Indiana,IN,Vigo,107038,39.42944561,-87.39169027
Indiana,IN,Wabash,30996,40.84704239,-85.79328272
Indiana,IN,Warren,8265,40.34728141,-87.35602659
Indiana,IN,Warrick,62998,38.08922676,-87.2716085
Indiana,IN,Washington,28036,38.60219804,-86.1049363
Indiana,IN,Wayne,65884,39.863344399999995,-85.01044989
Indiana,IN,Wells,28296,40.72934187,-85.22132966
Indiana,IN,White,24102,40.74911165,-86.86492015
Indiana,IN,Whitley,33964,41.13863784,-85.50791236
Iowa,IA,Adair,7152,41.33075609,-94.47105874
Iowa,IA,Adams,3602,41.02903567,-94.69932645
Iowa,IA,Allamakee,13687,43.28383218,-91.37860922
Iowa,IA,Appanoose,12426,40.74324454,-92.86865906
Iowa,IA,Audubon,5496,41.6844628,-94.90581859
Iowa,IA,Benton,25645,42.08011739,-92.06463573
Iowa,IA,Black Hawk,131228,42.4704581,-92.30524729
Iowa,IA,Boone,26234,42.03657094,-93.9313999
Iowa,IA,Bremer,25062,42.77461496,-92.31795937
Iowa,IA,Buchanan,21175,42.4709188,-91.83510825
Iowa,IA,Buena Vista,19620,42.73545875,-95.15100162
Iowa,IA,Butler,14439,42.73172833,-92.79015971
Iowa,IA,Calhoun,9668,42.38521079,-94.64046046
Iowa,IA,Carroll,20165,42.03617207,-94.86032705
Iowa,IA,Cass,12836,41.33149454,-94.92792482
Iowa,IA,Cedar,18627,41.77233777,-91.13246684
Iowa,IA,Cerro Gordo,42450,43.08177563,-93.2612239
Iowa,IA,Cherokee,11235,42.73538914,-95.62389402
Iowa,IA,Chickasaw,11933,43.06001295,-92.31773347
Iowa,IA,Clarke,9395,41.02868181,-93.78499767
Iowa,IA,Clay,16016,43.08247182,-95.15096481
Iowa,IA,Clayton,17549,42.84443388,-91.34133693
Iowa,IA,Clinton,46429,41.89981633,-90.53275096
Iowa,IA,Crawford,16820,42.03718237,-95.3819718
Iowa,IA,Dallas,93453,41.68560356,-94.04127625
Iowa,IA,Davis,9000,40.74773536,-92.41005468
Iowa,IA,Decatur,7870,40.73742757,-93.78645949
Iowa,IA,Delaware,17011,42.47104597,-91.3664492
Iowa,IA,Des Moines,38967,40.92012606,-91.18326592
Iowa,IA,Dickinson,17258,43.37787725,-95.1510206
Iowa,IA,Dubuque,97311,42.46815349,-90.88181925
Iowa,IA,Emmet,9208,43.37782951,-94.67858943
Iowa,IA,Fayette,19650,42.86271799,-91.84412309999999
Iowa,IA,Floyd,15642,43.06000529999999,-92.78940097
Iowa,IA,Franklin,10070,42.73270384,-93.26256925
Iowa,IA,Fremont,6960,40.74542720000001,-95.60129045
Iowa,IA,Greene,8888,42.03614551,-94.39658081
Iowa,IA,Grundy,12232,42.40183723,-92.78829551
Iowa,IA,Guthrie,10689,41.68378965,-94.50111014
Iowa,IA,Hamilton,14773,42.38382428,-93.70197703
Iowa,IA,Hancock,10630,43.08178477,-93.73454884
Iowa,IA,Hardin,16846,42.38353877,-93.23654611
Iowa,IA,Harrison,14049,41.68330137,-95.81558439
Iowa,IA,Henry,19954,40.98767962,-91.54436349
Iowa,IA,Howard,9158,43.35671042,-92.31702714
Iowa,IA,Humboldt,9558,42.7764426,-94.20722537
Iowa,IA,Ida,6860,42.38696136,-95.51355387
Iowa,IA,Iowa,16184,41.68630265,-92.0643373
Iowa,IA,Jackson,19439,42.17178824,-90.57354837
Iowa,IA,Jasper,37185,41.68576082,-93.05567785
Iowa,IA,Jefferson,18295,41.03192394,-91.94849466
Iowa,IA,Johnson,151140,41.67169354,-91.58754744
Iowa,IA,Jones,20681,42.12118609,-91.13139641
Iowa,IA,Keokuk,10246,41.33649833,-92.1785067
Iowa,IA,Kossuth,14813,43.20405458,-94.20691791
Iowa,IA,Lee,33657,40.64181461,-91.48183025
Iowa,IA,Linn,226706,42.07923082,-91.59809485
Iowa,IA,Louisa,11035,41.21842119,-91.26102611
Iowa,IA,Lucas,8600,41.02958964,-93.32780803
Iowa,IA,Lyon,11755,43.38107862,-96.20926845
Iowa,IA,Madison,16338,41.33081904,-94.01554631
Iowa,IA,Mahaska,22095,41.33521503,-92.64083907
Iowa,IA,Marion,33253,41.33445101,-93.09934783
Iowa,IA,Marshall,39369,42.03586837,-92.99908190000001
Iowa,IA,Mills,15109,41.03299766,-95.61920963
Iowa,IA,Mitchell,10586,43.35638371,-92.78887719
Iowa,IA,Monona,8615,42.05220391,-95.95743843
Iowa,IA,Monroe,7707,41.02988815,-92.8690667
Iowa,IA,Montgomery,9917,41.03018714,-95.15642896
Iowa,IA,Muscatine,42664,41.48370744,-91.11216970000001
Iowa,IA,O'Brien,13753,43.08310673,-95.62474482
Iowa,IA,Osceola,5958,43.37824276,-95.62422844
Iowa,IA,Out of IA,0,0.0,0.0
Iowa,IA,Page,15107,40.7393172,-95.1497813
Iowa,IA,Palo Alto,8886,43.08193849,-94.67824621
Iowa,IA,Plymouth,25177,42.737633,-96.21366621
Iowa,IA,Pocahontas,6619,42.73420133,-94.67862564
Iowa,IA,Polk,490161,41.68679484,-93.57767461
Iowa,IA,Pottawattamie,93206,41.33640314,-95.53907776
Iowa,IA,Poweshiek,18504,41.68625425,-92.53155731
Iowa,IA,Ringgold,4894,40.73518949,-94.24368535
Iowa,IA,Sac,9721,42.38624071,-95.10547892
Iowa,IA,Scott,172943,41.63935978,-90.61959493
Iowa,IA,Shelby,11454,41.6850066,-95.31015553
Iowa,IA,Sioux,34855,43.08221074,-96.17675679999999
Iowa,IA,Story,97117,42.03621213,-93.46499005
Iowa,IA,Tama,16854,42.07991767,-92.53266945
Iowa,IA,Taylor,6121,40.73710579,-94.69778563
Iowa,IA,Unassigned,0,0.0,0.0
Iowa,IA,Union,12241,41.0277278,-94.24234847
Iowa,IA,Van Buren,7044,40.75326764,-91.95017958
Iowa,IA,Wapello,34969,41.03064984,-92.40954728
Iowa,IA,Warren,51466,41.33559454,-93.56007641
Iowa,IA,Washington,21965,41.33577126,-91.71725711
Iowa,IA,Wayne,6441,40.73969028,-93.32752197
Iowa,IA,Webster,35904,42.42853483,-94.17987389
Iowa,IA,Winnebago,10354,43.37751174,-93.73407298
Iowa,IA,Winneshiek,19991,43.29094334,-91.84422722
Iowa,IA,Woodbury,103107,42.38979414,-96.0459439
Iowa,IA,Worth,7381,43.37750768,-93.26087602
Iowa,IA,Wright,12562,42.73305373,-93.73515113
Kansas,KS,Allen,12369,37.88582951,-95.30030847
Kansas,KS,Anderson,7858,38.21413251,-95.29272815
Kansas,KS,Atchison,16073,39.53185661,-95.30870026
Kansas,KS,Barber,4427,37.2288586,-98.68460053
Kansas,KS,Barton,25779,38.47889676,-98.75636726
Kansas,KS,Bourbon,14534,37.85508555,-94.84865997
Kansas,KS,Brown,9564,39.82652589,-95.56421698
Kansas,KS,Butler,66911,37.78134351,-96.83878537
Kansas,KS,Chase,2648,38.30292938,-96.59563862
Kansas,KS,Chautauqua,3250,37.14994405,-96.2454192
Kansas,KS,Cherokee,19939,37.16928494,-94.8462897
Kansas,KS,Cheyenne,2657,39.78580976,-101.7318201
Kansas,KS,Clark,1994,37.23577007,-99.81883015
Kansas,KS,Clay,8002,39.34948772,-97.16518128
Kansas,KS,Cloud,8786,39.48028352,-97.64925343
Kansas,KS,Coffey,8179,38.2365018,-95.73379515
Kansas,KS,Comanche,1700,37.19114520000001,-99.27113247
Kansas,KS,Cowley,34908,37.23781842,-96.83776647
Kansas,KS,Crawford,38818,37.50675523,-94.85245778
Kansas,KS,Decatur,2827,39.78468441,-100.45940809999999
Kansas,KS,Dickinson,18466,38.86600962,-97.15532383
Kansas,KS,Doniphan,7600,39.79067154,-95.14056866
Kansas,KS,Douglas,122259,38.88503636,-95.2925121
Kansas,KS,Edwards,2798,37.88735543,-99.31263309
Kansas,KS,Elk,2530,37.45338105,-96.24369667
Kansas,KS,Ellis,28553,38.91458712,-99.31751551
Kansas,KS,Ellsworth,6102,38.69677695,-98.20462799
Kansas,KS,Finney,36467,38.04340344,-100.73819379999999
Kansas,KS,Ford,33619,37.69200114,-99.88825298
Kansas,KS,Franklin,25544,38.56443815,-95.28644341
Kansas,KS,Geary,31670,38.99871131,-96.7577178
Kansas,KS,Gove,2636,38.91588178,-100.4829321
Kansas,KS,Graham,2482,39.34987223,-99.88332493
Kansas,KS,Grant,7150,37.56227336,-101.3079758
Kansas,KS,Gray,5988,37.73836671,-100.4369088
Kansas,KS,Greeley,1232,38.4808095,-101.8061079
Kansas,KS,Greenwood,5982,37.8774388,-96.23250453
